"x"
"1";399,1989
"2";401,1274
"3";403,0559
"4";404,9844
"5";406,9129
"6";408,8414
"7";410,7699
"8";412,6984
"9";414,6269
"10";416,5554
"11";418,4839
"12";420,4124
"13";422,3409
"14";424,2694
"15";426,1979
"16";428,1264
"17";430,0549
"18";431,9834
"19";433,9119
"20";435,8404
"21";437,7689
"22";439,6974
"23";441,6259
"24";443,5544
"25";445,4829
"26";447,4114
"27";449,3399
"28";451,2684
"29";453,1969
"30";455,1254
"31";457,0539
"32";458,9824
"33";460,9109
"34";462,8394
"35";464,7679
"36";466,6964
"37";468,6249
"38";470,5533
"39";472,4819
"40";474,4103
"41";476,3389
"42";478,2673
"43";480,1959
"44";482,1243
"45";484,0529
"46";485,9813
"47";487,9099
"48";489,8383
"49";491,7668
"50";493,6953
"51";495,6238
"52";497,5523
"53";499,4808
"54";501,4093
"55";503,3378
"56";505,2663
"57";507,1948
"58";509,1233
"59";511,0518
"60";512,9803
"61";514,9088
"62";516,8373
"63";518,7658
"64";520,6943
"65";522,6228
"66";524,5513
"67";526,4798
"68";528,4083
"69";530,3368
"70";532,2653
"71";534,1938
"72";536,1223
"73";538,0508
"74";539,9792
"75";541,9078
"76";543,8363
"77";545,7648
"78";547,6932
"79";549,6218
"80";551,5503
"81";553,4788
"82";555,4072
"83";557,3358
"84";559,2643
"85";561,1927
"86";563,1212
"87";565,0497
"88";566,9783
"89";568,9067
"90";570,8352
"91";572,7637
"92";574,6923
"93";576,6207
"94";578,5492
"95";580,4777
"96";582,4063
"97";584,3347
"98";586,2632
"99";588,1917
"100";590,1202
"101";592,0487
"102";593,9772
"103";595,9057
"104";597,8342
"105";599,7627
"106";601,6912
"107";603,6197
"108";605,5482
"109";607,4767
"110";609,4052
"111";611,3337
"112";613,2622
"113";615,1907
"114";617,1192
"115";619,0477
"116";620,9762
"117";622,9047
"118";624,8332
"119";626,7617
"120";628,6902
"121";630,6187
"122";632,5472
"123";634,4756
"124";636,4042
"125";638,3326
"126";640,2612
"127";642,1896
"128";644,1182
"129";646,0466
"130";647,9752
"131";649,9036
"132";651,8322
"133";653,7606
"134";655,6891
"135";657,6177
"136";659,5461
"137";661,4746
"138";663,4031
"139";665,3317
"140";667,2601
"141";669,1886
"142";671,1171
"143";673,0457
"144";674,9741
"145";676,9026
"146";678,8311
"147";680,7596
"148";682,6881
"149";684,6166
"150";686,5451
"151";688,4736
"152";690,4021
"153";692,3306
"154";694,2591
"155";696,1876
"156";698,1161
"157";700,0446
"158";701,9731
"159";703,9016
"160";705,8301
"161";707,7585
"162";709,6871
"163";711,6156
"164";713,5441
"165";715,4725
"166";717,4011
"167";719,3296
"168";721,2581
"169";723,1865
"170";725,1151
"171";727,0436
"172";728,972
"173";730,9005
"174";732,829
"175";734,7576
"176";736,686
"177";738,6145
"178";740,543
"179";742,4716
"180";744,4
"181";746,3285
"182";748,257
"183";750,1855
"184";752,114
"185";754,0425
"186";755,971
"187";757,8995
"188";759,828
"189";761,7565
"190";763,685
"191";765,6135
"192";767,542
"193";769,4705
"194";771,399
"195";773,3275
"196";775,256
"197";777,1844
"198";779,113
"199";781,0415
"200";782,97
"201";784,8984
"202";786,827
"203";788,7555
"204";790,684
"205";792,6124
"206";794,541
"207";796,4695
"208";798,3979
"209";800,3264
"210";802,2549
"211";804,1835
"212";806,1119
"213";808,0404
"214";809,9689
"215";811,8975
"216";813,8259
"217";815,7545
"218";817,683
"219";819,6115
"220";821,5399
"221";823,4684
"222";825,397
"223";827,3254
"224";829,2539
"225";831,1824
"226";833,111
"227";835,0394
"228";836,9679
"229";838,8964
"230";840,825
"231";842,7534
"232";844,6819
"233";846,6104
"234";848,5389
"235";850,4674
"236";852,3959
"237";854,3244
"238";856,2529
"239";858,1814
"240";860,1099
"241";862,0384
"242";863,9669
"243";865,8954
"244";867,8239
"245";869,7524
"246";871,6809
"247";873,6094
"248";875,5378
"249";877,4664
"250";879,3949
"251";881,3234
"252";883,2518
"253";885,1804
"254";887,1089
"255";889,0374
"256";890,9658
"257";892,8943
"258";894,8229
"259";896,7513
"260";898,6798
"261";900,6083
"262";902,5369
"263";904,4653
"264";906,3938
"265";908,3223
"266";910,2509
"267";912,1793
"268";914,1078
"269";916,0364
"270";917,9648
"271";919,8933
"272";921,8218
"273";923,7504
"274";925,6788
"275";927,6073
"276";929,5358
"277";931,4644
"278";933,3928
"279";935,3213
"280";937,2498
"281";939,1783
"282";941,1068
"283";943,0353
"284";944,9637
"285";946,8923
"286";948,8208
"287";950,7493
"288";952,6777
"289";954,6063
"290";956,5348
"291";958,4633
"292";960,3917
"293";962,3203
"294";964,2488
"295";966,1772
"296";968,1057
"297";970,0343
"298";971,9628
"299";973,8912
"300";975,8197
"301";977,7483
"302";979,6768
"303";981,6052
"304";983,5337
"305";985,4623
"306";987,3907
"307";989,3192
"308";991,2477
"309";993,1763
"310";995,1047
"311";997,0332
"312";998,9617
"313";1000,89
"314";1002,819
"315";1004,747
"316";1006,676
"317";1008,604
"318";1010,533
"319";1012,461
"320";1014,39
"321";1016,318
"322";1018,247
"323";1020,175
"324";1022,104
"325";1024,032
"326";1025,961
"327";1027,889
"328";1029,818
"329";1031,746
"330";1033,675
"331";1035,603
"332";1037,532
"333";1039,46
"334";1041,389
"335";1043,317
"336";1045,246
"337";1047,174
"338";1049,103
"339";1051,031
"340";1052,96
"341";1054,888
"342";1056,817
"343";1058,745
"344";1060,674
"345";1062,602
"346";1064,531
"347";1066,459
"348";1068,388
"349";1070,316
"350";1072,245
"351";1074,173
"352";1076,102
"353";1078,03
"354";1079,959
"355";1081,887
"356";1083,816
"357";1085,744
"358";1087,673
"359";1089,601
"360";1091,53
"361";1093,458
"362";1095,387
"363";1097,315
"364";1099,244
"365";1101,172
"366";1103,101
"367";1105,029
"368";1106,958
"369";1108,886
"370";1110,815
"371";1112,743
"372";1114,672
"373";1116,6
"374";1118,529
"375";1120,457
"376";1122,386
"377";1124,314
"378";1126,243
"379";1128,171
"380";1130,1
"381";1132,028
"382";1133,957
"383";1135,885
"384";1137,814
"385";1139,742
"386";1141,671
"387";1143,599
"388";1145,528
"389";1147,456
"390";1149,385
"391";1151,313
"392";1153,242
"393";1155,17
"394";1157,099
"395";1159,027
"396";1160,956
"397";1162,884
"398";1164,813
"399";1166,741
"400";1168,67
"401";1170,598
"402";1172,526
"403";1174,455
"404";1176,384
"405";1178,312
"406";1180,24
"407";1182,169
"408";1184,098
"409";1186,026
"410";1187,954
"411";1189,883
"412";1191,812
"413";1193,74
"414";1195,668
"415";1197,597
"416";1199,526
"417";1201,454
"418";1203,382
"419";1205,311
"420";1207,24
"421";1209,168
"422";1211,096
"423";1213,025
"424";1214,953
"425";1216,882
"426";1218,81
"427";1220,739
"428";1222,667
"429";1224,596
"430";1226,524
"431";1228,453
"432";1230,381
"433";1232,31
"434";1234,238
"435";1236,167
"436";1238,095
"437";1240,024
"438";1241,952
"439";1243,881
"440";1245,809
"441";1247,738
"442";1249,666
"443";1251,595
"444";1253,523
"445";1255,452
"446";1257,38
"447";1259,309
"448";1261,237
"449";1263,166
"450";1265,094
"451";1267,023
"452";1268,951
"453";1270,88
"454";1272,808
"455";1274,737
"456";1276,665
"457";1278,594
"458";1280,522
"459";1282,451
"460";1284,379
"461";1286,308
"462";1288,236
"463";1290,165
"464";1292,093
"465";1294,022
"466";1295,95
"467";1297,879
"468";1299,807
"469";1301,736
"470";1303,664
"471";1305,593
"472";1307,521
"473";1309,45
"474";1311,378
"475";1313,307
"476";1315,235
"477";1317,164
"478";1319,092
"479";1321,021
"480";1322,949
"481";1324,878
"482";1326,806
"483";1328,735
"484";1330,663
"485";1332,592
"486";1334,52
"487";1336,449
"488";1338,377
"489";1340,306
"490";1342,234
"491";1344,163
"492";1346,091
"493";1348,02
"494";1349,948
"495";1351,877
"496";1353,805
"497";1355,734
"498";1357,662
"499";1359,591
"500";1361,519
"501";1363,448
"502";1365,376
"503";1367,305
"504";1369,233
"505";1371,162
"506";1373,09
"507";1375,019
"508";1376,947
"509";1378,876
"510";1380,804
"511";1382,733
"512";1384,661
"513";1386,59
"514";1388,518
"515";1390,447
"516";1392,375
"517";1394,304
"518";1396,232
"519";1398,161
"520";1400,089
"521";1402,018
"522";1403,946
"523";1405,875
"524";1407,803
"525";1409,732
"526";1411,66
"527";1413,589
"528";1415,517
"529";1417,446
"530";1419,374
"531";1421,303
"532";1423,231
"533";1425,16
"534";1427,088
"535";1429,017
"536";1430,945
"537";1432,874
"538";1434,802
"539";1436,731
"540";1438,659
"541";1440,588
"542";1442,516
"543";1444,445
"544";1446,373
"545";1448,302
"546";1450,23
"547";1452,159
"548";1454,087
"549";1456,016
"550";1457,944
"551";1459,873
"552";1461,801
"553";1463,73
"554";1465,658
"555";1467,587
"556";1469,515
"557";1471,444
"558";1473,372
"559";1475,301
"560";1477,229
"561";1479,158
"562";1481,086
"563";1483,015
"564";1484,943
"565";1486,872
"566";1488,8
"567";1490,729
"568";1492,657
"569";1494,586
"570";1496,514
"571";1498,443
"572";1500,371
"573";1502,3
"574";1504,228
"575";1506,157
"576";1508,085
"577";1510,014
"578";1511,942
"579";1513,871
"580";1515,799
"581";1517,728
"582";1519,656
"583";1521,585
"584";1523,513
"585";1525,442
"586";1527,37
"587";1529,299
"588";1531,227
"589";1533,156
"590";1535,084
"591";1537,013
"592";1538,941
"593";1540,87
"594";1542,798
"595";1544,727
"596";1546,655
"597";1548,584
"598";1550,512
"599";1552,441
"600";1554,369
"601";1556,298
"602";1558,226
"603";1560,155
"604";1562,083
"605";1564,012
"606";1565,94
"607";1567,869
"608";1569,797
"609";1571,726
"610";1573,654
"611";1575,583
"612";1577,511
"613";1579,44
"614";1581,368
"615";1583,297
"616";1585,225
"617";1587,154
"618";1589,082
"619";1591,01
"620";1592,939
"621";1594,868
"622";1596,796
"623";1598,724
"624";1600,653
"625";1602,582
"626";1604,51
"627";1606,438
"628";1608,367
"629";1610,296
"630";1612,224
"631";1614,152
"632";1616,081
"633";1618,01
"634";1619,938
"635";1621,866
"636";1623,795
"637";1625,724
"638";1627,652
"639";1629,58
"640";1631,509
"641";1633,438
"642";1635,366
"643";1637,294
"644";1639,223
"645";1641,151
"646";1643,08
"647";1645,008
"648";1646,937
"649";1648,865
"650";1650,794
"651";1652,722
"652";1654,651
"653";1656,579
"654";1658,508
"655";1660,436
"656";1662,365
"657";1664,293
"658";1666,222
"659";1668,15
"660";1670,079
"661";1672,007
"662";1673,936
"663";1675,864
"664";1677,793
"665";1679,721
"666";1681,65
"667";1683,578
"668";1685,507
"669";1687,435
"670";1689,364
"671";1691,292
"672";1693,221
"673";1695,149
"674";1697,078
"675";1699,006
"676";1700,935
"677";1702,863
"678";1704,792
"679";1706,72
"680";1708,649
"681";1710,577
"682";1712,506
"683";1714,434
"684";1716,363
"685";1718,291
"686";1720,22
"687";1722,148
"688";1724,077
"689";1726,005
"690";1727,934
"691";1729,862
"692";1731,791
"693";1733,719
"694";1735,648
"695";1737,576
"696";1739,505
"697";1741,433
"698";1743,362
"699";1745,29
"700";1747,219
"701";1749,147
"702";1751,076
"703";1753,004
"704";1754,933
"705";1756,861
"706";1758,79
"707";1760,718
"708";1762,647
"709";1764,575
"710";1766,504
