"V2"	"V2.1"	"V2.2"
"633"	0.01579171	0.01253536	0.02135886
"634"	0.01591385	0.012669	0.02154421
"635"	0.01598078	0.01276497	0.02169411
"636"	0.01600322	0.01280188	0.02181745
"637"	0.01599349	0.01276997	0.02186424
"638"	0.01597081	0.01272952	0.02184912
"639"	0.01594458	0.01273921	0.0217724
"640"	0.01588206	0.01265096	0.0216357
"641"	0.01577656	0.01253581	0.02145107
"642"	0.01567968	0.01247038	0.02133144
"643"	0.01563234	0.0124299	0.02123372
"644"	0.01551904	0.01233624	0.02104427
"645"	0.01539341	0.01225857	0.02092851
"646"	0.01530897	0.01218283	0.02078356
"647"	0.01527578	0.01209771	0.02062997
"648"	0.0152185	0.01201493	0.02049384
"649"	0.01511245	0.01193802	0.02035544
"650"	0.01501952	0.01185382	0.02021682
"651"	0.01486328	0.01171534	0.02001984
"652"	0.01473191	0.01162762	0.0198351
"653"	0.0145745	0.01148737	0.01951235
"654"	0.01430797	0.01129345	0.01915465
"655"	0.01405022	0.01114362	0.01883116
"656"	0.01380162	0.0109466	0.01848471
"657"	0.01357563	0.01075326	0.01814167
"658"	0.01335782	0.01054276	0.01777477
"659"	0.01307024	0.01030336	0.01734117
"660"	0.01281258	0.01011684	0.01692138
"661"	0.01263308	0.00997789	0.0166005
"662"	0.01245594	0.00984939	0.01633498
"663"	0.01229714	0.009700542	0.01608662
"664"	0.01211553	0.009545136	0.01575452
"665"	0.01186603	0.00934101	0.01542392
"666"	0.01170697	0.0091844	0.0151716
"667"	0.0116096	0.009084995	0.01493183
"668"	0.01152238	0.009018749	0.01475007
"669"	0.01139011	0.008842514	0.01451851
"670"	0.01124221	0.008680782	0.0142958
"671"	0.01114215	0.008622483	0.01414351
"672"	0.01108538	0.008570577	0.01403259
"673"	0.01103814	0.008523992	0.01391873
"674"	0.01095379	0.008439849	0.01374324
"675"	0.01092939	0.008337806	0.013566
"676"	0.01097476	0.008291101	0.01350772
"677"	0.01098111	0.008287176	0.01348059
"678"	0.01104025	0.008297944	0.01348196
"679"	0.01117146	0.008315647	0.01360689
"680"	0.0113091	0.008425539	0.01377448
"681"	0.0114159	0.008496578	0.01397743
"682"	0.01158649	0.008602997	0.01414993
"683"	0.01183944	0.008711357	0.01430641
"684"	0.01207342	0.008826826	0.01457359
"685"	0.01228746	0.008940592	0.01492466
"686"	0.01254327	0.00904432	0.01518828
"687"	0.01284801	0.009165386	0.01539505
"688"	0.01316415	0.009346105	0.01572684
"689"	0.01346529	0.009498497	0.01610028
"690"	0.01380908	0.009721098	0.01646312
"691"	0.01404067	0.00984421	0.01667432
"692"	0.01414975	0.009911043	0.01681947
"693"	0.01407236	0.009867671	0.01671289
"694"	0.01379554	0.009735833	0.0164069
"695"	0.01328894	0.009396491	0.01576868
"696"	0.01256984	0.008920979	0.01489881
"697"	0.01172253	0.008456137	0.01392983
"698"	0.01093833	0.008025269	0.01306329
"699"	0.01030586	0.007671588	0.0123307
"700"	0.009791079	0.007374218	0.01175785
"701"	0.009400271	0.007169876	0.01128449
"702"	0.009097406	0.006990986	0.01089505
"703"	0.008860386	0.006804946	0.01060899
"704"	0.008606934	0.006672178	0.01033075
"705"	0.008445717	0.006563689	0.01006025
"706"	0.008308809	0.006491019	0.009812958
"707"	0.008142876	0.006395581	0.009608065
"708"	0.008047882	0.006325932	0.009504237
"709"	0.00800964	0.0063134	0.009482292
"710"	0.007906375	0.006254575	0.009396722
"711"	0.007784851	0.006185065	0.009256276
"712"	0.007747577	0.006166604	0.009169104
"713"	0.007710711	0.006086154	0.009103541
"714"	0.007681706	0.006085886	0.009073775
"715"	0.007678469	0.006092387	0.009055673
"716"	0.007656413	0.006060043	0.009009183
"717"	0.007668453	0.006054566	0.008988724
"718"	0.007728081	0.006003686	0.009020113
"719"	0.007706225	0.006048589	0.008997019
"720"	0.007623433	0.006077365	0.00894244
"721"	0.007570562	0.006028806	0.008944634
"722"	0.00759113	0.005991107	0.008912042
"723"	0.007640698	0.006038494	0.008959537
"724"	0.007657796	0.006088158	0.009003156
"725"	0.007643599	0.006029838	0.008937331
"726"	0.007643565	0.006009958	0.008869627
"727"	0.007632201	0.005990251	0.008905166
"728"	0.007588938	0.006029293	0.008963975
"729"	0.007588298	0.006103298	0.008980609
"730"	0.007675569	0.006117402	0.008989294
"731"	0.007680155	0.006099976	0.008999326
"732"	0.007654997	0.006007128	0.008911856
"733"	0.007652333	0.005943183	0.008878538
"734"	0.007666935	0.006000656	0.008923043
"735"	0.007586848	0.005982209	0.008943389
"736"	0.00757916	0.00599672	0.008956444
"737"	0.007645453	0.006002069	0.008945388
"738"	0.007557008	0.005921681	0.008820887
"739"	0.007560245	0.005918526	0.008827535
"740"	0.007570427	0.005988216	0.00886218
"741"	0.007555322	0.006090504	0.008907562
"742"	0.007606303	0.006086119	0.008859913
"743"	0.007630312	0.006057267	0.008901444
"744"	0.007642216	0.00609509	0.008999966
"745"	0.007670274	0.006051398	0.00900874
"746"	0.007615947	0.005934141	0.008920369
"747"	0.007611766	0.005849428	0.008837402
"748"	0.007675906	0.005880158	0.008853065
"749"	0.007723325	0.005981736	0.008879495
"750"	0.007729565	0.006017426	0.008897239
"751"	0.007782996	0.00601395	0.008949535
"752"	0.007858227	0.006023589	0.009041094
"753"	0.007758809	0.005977194	0.008968862
"754"	0.007701267	0.005967531	0.00886339
"755"	0.007789945	0.005954692	0.008928016
"756"	0.007788899	0.005892995	0.008935315
"757"	0.007734017	0.005889026	0.008965404
"758"	0.007773112	0.005943716	0.009025659
"759"	0.007783366	0.006048188	0.008995572
"760"	0.00786204	0.006206485	0.00897982
"761"	0.007887682	0.006172876	0.008953996
"762"	0.007717086	0.005954464	0.008944225
"763"	0.007646128	0.005861918	0.008930007
"764"	0.007756044	0.005956148	0.008995267
"765"	0.007743597	0.006019615	0.00910116
"766"	0.007662517	0.006019103	0.009038304
"767"	0.007843888	0.006055132	0.009018058
"768"	0.0078809	0.006037793	0.008953016
"769"	0.007846047	0.005994735	0.00896348
"770"	0.007802156	0.00595229	0.00888468
"771"	0.007934652	0.005985606	0.008968817
"772"	0.008034009	0.006023904	0.00916052
"773"	0.008031984	0.005917802	0.009075591
"774"	0.007885354	0.00587351	0.008967485
"775"	0.007856506	0.005905434	0.00894999
"776"	0.007895544	0.005934492	0.008850019
"777"	0.007877526	0.006028495	0.008850181
"778"	0.007888829	0.006095168	0.008928003
"779"	0.007913664	0.005976002	0.009101843
"780"	0.008023141	0.006084001	0.00914551
"781"	0.007978321	0.006080229	0.00893057
"782"	0.007815988	0.005941646	0.008762387
"783"	0.007757157	0.005924246	0.008691131
"784"	0.0077918	0.005759219	0.008915275
"785"	0.007854279	0.005727396	0.008945304
"786"	0.007789101	0.005666614	0.008735525
"787"	0.007610856	0.005606295	0.008676763
"788"	0.007608866	0.005656434	0.008652263
"789"	0.007770177	0.005915412	0.00883125
"790"	0.007789776	0.0058207	0.008816076
"791"	0.00774498	0.005498784	0.00850933
"792"	0.007516113	0.005451127	0.008345917
"793"	0.007505056	0.005410293	0.008376498
"794"	0.007542781	0.005331771	0.008205611
"795"	0.00770717	0.005612758	0.008193182
"796"	0.007857248	0.005694644	0.008294175
"797"	0.00797876	0.005695519	0.008435498
"798"	0.008011835	0.005502047	0.008423175
"799"	0.007672028	0.005010151	0.008084494
"800"	0.007091274	0.005106104	0.007992829
"801"	0.007357458	0.005551126	0.008440156
"802"	0.007720998	0.005760939	0.008655104
"803"	0.007523934	0.005546852	0.008144177
"804"	0.007079587	0.005519488	0.007804361
"805"	0.007191246	0.005230573	0.007354483
"806"	0.007081911	0.004672318	0.007024695
"807"	0.006515366	0.00445566	0.006767689
"808"	0.006914526	0.004159372	0.006681895
"809"	0.007546725	0.003969416	0.006840798
"810"	0.007268262	0.004022989	0.006370313
"811"	0.006373921	0.003462474	0.005488661
"812"	0.005845036	0.003043703	0.005983284
"813"	0.006099939	0.003257219	0.006239661
"814"	0.006337945	0.003993535	0.005923696
"815"	0.006114859	0.003676011	0.005425121
"816"	0.006059282	0.002801203	0.005415676
"817"	0.006079005	0.002741377	0.00561854
"818"	0.006309872	0.002665315	0.005206672
"819"	0.006719847	0.003184873	0.004560022
"820"	0.007365882	0.003930099	0.005188503
"821"	0.006414944	0.003491963	0.005680318
"822"	0.005873045	0.003169302	0.005976825
"823"	0.006325707	0.003645197	0.005942495
"824"	0.006621733	0.003351549	0.006435026
"825"	0.006354991	0.003482102	0.006739941
"826"	0.005689407	0.003206694	0.006001478
"827"	0.006303249	0.003120831	0.005770999
"828"	0.006399476	0.003704422	0.005562491
"829"	0.006310578	0.004251964	0.006116341
"830"	0.00620133	0.003521307	0.00619398
"831"	0.006244387	0.003051925	0.005820798
"832"	0.006253362	0.002964273	0.00555151
"833"	0.005147239	0.002023231	0.004885094
"834"	0.00440025	0.001389301	0.003678094
"835"	0.004434526	0.002200344	0.003556187
"836"	0.005090914	0.002283954	0.004241897
"837"	0.005496383	0.001691481	0.004313633
"838"	0.005672085	0.002162581	0.004571215
"839"	0.005209574	0.001399541	0.004331351
"840"	0.004464152	0.001020715	0.003792142
"841"	0.005104257	0.001379213	0.004231533
"842"	0.004492876	0.001174776	0.00335411
"843"	0.004330301	0.001346016	0.003333627
"844"	0.004111487	0.001356669	0.003159264
"845"	0.004508343	0.001289933	0.002879701
"846"	0.004563186	0.000883318	0.002616675
"847"	0.004146276	0.0009776697	0.002752689
"848"	0.003906358	0.001278748	0.002732083
"849"	0.003670216	0.001266196	0.002847886
"850"	0.004589037	0.001858002	0.004063584
"851"	0.005317097	0.001694963	0.003680736
"852"	0.005612301	0.00226143	0.003702395
"853"	0.005297341	0.001997333	0.003882895
"854"	0.005316325	0.002354185	0.004545778
"855"	0.005248877	0.002798684	0.004599456
"856"	0.005343328	0.002903708	0.004959921
"857"	0.005392774	0.003123834	0.006254626
"858"	0.005625627	0.00327103	0.006199345
"859"	0.006124503	0.003305434	0.005658425
"860"	0.005783987	0.003301749	0.00565673
"861"	0.00565765	0.0036398	0.006316866
"862"	0.005459507	0.003841002	0.006392505
"863"	0.005731742	0.0039185	0.006534946
"864"	0.006502114	0.00450839	0.006842686
"865"	0.006565485	0.003940917	0.006647055
"866"	0.005918086	0.003653053	0.006321874
"867"	0.005961585	0.003935317	0.006637565
"868"	0.006419618	0.003933286	0.007093614
"869"	0.006480186	0.004082969	0.007461953
"870"	0.006433877	0.004126777	0.007528056
"871"	0.006326447	0.004175466	0.007341436
"872"	0.006452911	0.004272386	0.007519639
"873"	0.006532218	0.004433662	0.007810785
"874"	0.006596198	0.00453711	0.007800682
"875"	0.006471576	0.004666731	0.007635027
"876"	0.006430043	0.004820779	0.007518545
"877"	0.006426579	0.004718024	0.007503789
"878"	0.006808357	0.004323041	0.007649127
"879"	0.006817344	0.004390149	0.007588557
"880"	0.006710357	0.004553982	0.007708315
"881"	0.006654435	0.004358908	0.007823226
"882"	0.006593742	0.004238245	0.00758125
"883"	0.006355664	0.004525653	0.007655671
"884"	0.006259144	0.004617836	0.007684168
"885"	0.00646865	0.004576714	0.007720054
"886"	0.006501812	0.004507004	0.007541196
"887"	0.006655209	0.004679994	0.007900335
"888"	0.006956577	0.004885054	0.008187003
"889"	0.006818119	0.004762764	0.007723528
"890"	0.0068335	0.004677683	0.007650916
"891"	0.006774668	0.00485942	0.007885185
"892"	0.006834645	0.00497175	0.007829786
"893"	0.006740644	0.004957807	0.007787583
"894"	0.006639396	0.004933577	0.00776623
"895"	0.006701676	0.004855299	0.007762216
"896"	0.006790486	0.004924026	0.00761561
"897"	0.006771773	0.004609665	0.007421728
"898"	0.006445781	0.004588602	0.007526126
"899"	0.006295652	0.004592553	0.007493931
"900"	0.006214741	0.004200639	0.006943446
"901"	0.006236892	0.003820009	0.00647773
"902"	0.005902299	0.003766763	0.006547859
"903"	0.006041608	0.003829168	0.006267077
"904"	0.005907035	0.003624807	0.005724121
"905"	0.004981469	0.003100859	0.005669701
"906"	0.004804472	0.002938337	0.005939348
"907"	0.005117801	0.002784513	0.005612973
"908"	0.003962497	0.00215038	0.005232444
"909"	0.003572855	0.002111555	0.005023735
"910"	0.003611075	0.0008995925	0.00466154
"911"	0.002826432	-0.0001741507	0.003609505
"912"	0.002641444	8.035748e-05	0.003473979
"913"	0.002503987	-6.533541e-05	0.003796711
"914"	0.00367202	0.0006510746	0.003427822
"915"	0.004104798	0.0008204444	0.003433233
"916"	0.003472743	0.0005449991	0.004241558
"917"	0.005037512	0.001258164	0.005247771
"918"	0.006188088	0.002215616	0.005411361
"919"	0.005957789	0.002726293	0.005637476
"920"	0.005203001	0.002071935	0.006125847
"921"	0.004976308	0.002286758	0.006489435
"922"	0.005519672	0.002822164	0.006106424
"923"	0.006562962	0.002600409	0.00625269
"924"	0.006323892	0.00268455	0.006315016
"925"	0.006086968	0.003398568	0.006439728
"926"	0.006224488	0.003450466	0.006896112
"927"	0.005801985	0.002974433	0.007369859
"928"	0.005866228	0.003337961	0.007848781
"929"	0.006283146	0.003365976	0.006894227
"930"	0.005857126	0.003090014	0.006564812
"931"	0.006038753	0.003318596	0.007863895
"932"	0.005752659	0.003155692	0.007961109
"933"	0.005447831	0.003432665	0.007559132
"934"	0.005553566	0.003584547	0.007352503
"935"	0.006006533	0.003766663	0.007419571
"936"	0.00557716	0.003916288	0.007814571
"937"	0.005294557	0.003912076	0.007988074
"938"	0.005942337	0.004278096	0.008305939
"939"	0.006127763	0.003928225	0.008354035
"940"	0.00641185	0.003793168	0.008458015
"941"	0.006550584	0.004029344	0.008102532
"942"	0.005987015	0.004259559	0.007621545
"943"	0.005892828	0.004113862	0.007820036
"944"	0.006489031	0.003946648	0.00810368
"945"	0.006582506	0.004449992	0.008460009
"946"	0.006445848	0.00447858	0.008293139
"947"	0.006511263	0.004679056	0.008146387
"948"	0.006790822	0.005088634	0.00834326
"949"	0.007039478	0.005070665	0.008779875
"950"	0.007007925	0.004934348	0.009022805
"951"	0.00686633	0.00507791	0.00881716
"952"	0.006986895	0.004720029	0.008503596
"953"	0.006912855	0.004578535	0.008668102
"954"	0.007226495	0.005146879	0.00931212
"955"	0.007264648	0.005263218	0.009513963
"956"	0.007287422	0.005454519	0.009377025
"957"	0.007420589	0.005551239	0.009444595
"958"	0.007579158	0.005551935	0.009380776
"959"	0.007328506	0.005271201	0.009187291
"960"	0.007347113	0.004950735	0.00908448
"961"	0.007772814	0.005477362	0.009203115
"962"	0.007939046	0.005883633	0.009694447
"963"	0.008040278	0.006070694	0.01019702
"964"	0.008134654	0.005851648	0.01023127
"965"	0.007962549	0.005661246	0.01017463
"966"	0.007944602	0.005886676	0.01002671
"967"	0.007946269	0.006029339	0.01027117
"968"	0.007861413	0.005678107	0.01021696
"969"	0.008058706	0.005605112	0.009935055
"970"	0.008009687	0.005852554	0.01038225
"971"	0.007730184	0.005839058	0.01065763
"972"	0.007603438	0.005755632	0.01040625
"973"	0.007737958	0.005732914	0.01019518
"974"	0.007988306	0.005821372	0.01031966
"975"	0.00811423	0.006077606	0.01033054
"976"	0.008061225	0.006199925	0.01039245
"977"	0.008101607	0.006156057	0.01047733
"978"	0.008318901	0.006206377	0.01059908
"979"	0.008295937	0.006187788	0.01063356
"980"	0.00818625	0.006194023	0.01054464
"981"	0.008083439	0.00615079	0.01046134
"982"	0.008076838	0.006110171	0.01048001
"983"	0.008109592	0.0060898	0.01061223
"984"	0.008177546	0.006060597	0.01076067
"985"	0.008136167	0.00607864	0.01078494
"986"	0.008177799	0.006180851	0.01070769
"987"	0.008207415	0.006205618	0.01061537
"988"	0.008160037	0.006268475	0.01067419
"989"	0.008164713	0.006330377	0.01071444
"990"	0.008105691	0.00621548	0.01064196
"991"	0.008138616	0.006193622	0.01045036
"992"	0.00832496	0.006276332	0.0102961
"993"	0.008346614	0.006309686	0.01019715
"994"	0.008093077	0.006367119	0.01037111
"995"	0.008138757	0.006338737	0.01045234
"996"	0.0081895	0.006205071	0.01040743
"997"	0.008106395	0.006195967	0.01027582
"998"	0.008128381	0.006352508	0.01032204
"999"	0.00809305	0.006272485	0.01046206
"1000"	0.00806751	0.006223343	0.01034541
"1001"	0.008194063	0.006270596	0.01040261
"1002"	0.008223525	0.006235515	0.01049004
"1003"	0.008019458	0.006163156	0.01037744
"1004"	0.008070276	0.006249546	0.01040173
"1005"	0.008097404	0.006170342	0.01045441
"1006"	0.008229296	0.006261182	0.01068808
"1007"	0.008284423	0.006259874	0.01059663
"1008"	0.008241077	0.006352026	0.01060839
"1009"	0.008208707	0.00636826	0.01059215
"1010"	0.00832135	0.006254735	0.01081272
"1011"	0.008406756	0.006280059	0.01095709
"1012"	0.008385057	0.006239373	0.01101124
"1013"	0.008427355	0.006323802	0.01111096
"1014"	0.008489948	0.006305838	0.01126731
"1015"	0.00853236	0.006328331	0.01126262
"1016"	0.008690061	0.006442471	0.01116381
"1017"	0.008556521	0.006405066	0.0112004
"1018"	0.008470948	0.006361566	0.01123301
"1019"	0.00837385	0.006436308	0.01130749
"1020"	0.008487438	0.006626561	0.01120068
"1021"	0.008486729	0.006548149	0.0111538
"1022"	0.008461172	0.006616161	0.01120033
"1023"	0.008576738	0.006620101	0.01125336
"1024"	0.008535993	0.006528799	0.01102415
"1025"	0.008435129	0.006632979	0.01090082
"1026"	0.008384794	0.0067737	0.01100971
"1027"	0.008503656	0.006840253	0.01114488
"1028"	0.008552321	0.006748595	0.01110465
"1029"	0.008470642	0.006687432	0.01113105
"1030"	0.00859997	0.006721688	0.01109018
"1031"	0.00868109	0.006767801	0.0109904
"1032"	0.008706824	0.006774971	0.01092967
"1033"	0.008691527	0.006780137	0.01103644
"1034"	0.008674123	0.006811648	0.0110188
"1035"	0.008731742	0.006811024	0.01092171
"1036"	0.008712432	0.006817208	0.01087889
"1037"	0.008613907	0.006810371	0.01083716
"1038"	0.00869101	0.006858073	0.01093024
"1039"	0.008770881	0.006962705	0.01097533
"1040"	0.008838574	0.006922876	0.01096718
"1041"	0.008742313	0.006989608	0.01097931
"1042"	0.0087319	0.007046786	0.01093524
"1043"	0.008744476	0.006894765	0.01092899
"1044"	0.008676122	0.006872715	0.01093211
"1045"	0.00863911	0.006923549	0.01090724
"1046"	0.008634412	0.006912069	0.01087707
"1047"	0.008522246	0.006916244	0.0108555
"1048"	0.008592705	0.006955668	0.01090581
"1049"	0.008617107	0.006899444	0.0109436
"1050"	0.008722671	0.00678712	0.01088247
"1051"	0.008742178	0.0067395	0.01087034
"1052"	0.00871378	0.006753398	0.01089049
"1053"	0.008575064	0.006696158	0.01079415
"1054"	0.008546745	0.006670417	0.01088057
"1055"	0.008651515	0.006709954	0.01097207
"1056"	0.00867139	0.006756932	0.01103987
"1057"	0.008621771	0.006788096	0.01106421
"1058"	0.008659086	0.006793212	0.01101251
"1059"	0.00873359	0.006814046	0.0108805
"1060"	0.008671255	0.006653459	0.01068821
"1061"	0.008565095	0.006575207	0.01076419
"1062"	0.008622852	0.006721765	0.01086776
"1063"	0.008703571	0.006821787	0.01099504
"1064"	0.008765404	0.006771874	0.01099311
"1065"	0.008740656	0.006666817	0.01087996
"1066"	0.00866659	0.006678223	0.01082913
"1067"	0.00873048	0.00669636	0.01089671
"1068"	0.008823256	0.006698008	0.01090534
"1069"	0.008743868	0.006715136	0.01076803
"1070"	0.008705295	0.00677036	0.01082812
"1071"	0.00871138	0.006750033	0.01098332
"1072"	0.008642456	0.006759287	0.010984
"1073"	0.008689407	0.006855817	0.01102176
"1074"	0.008787855	0.006893385	0.01102689
"1075"	0.008751509	0.006851879	0.01100527
"1076"	0.008780889	0.006792707	0.0109405
"1077"	0.008738121	0.006799674	0.01097064
"1078"	0.008568339	0.006804823	0.0110084
"1079"	0.008644687	0.006797217	0.01100072
"1080"	0.008711549	0.006746971	0.01099015
"1081"	0.008676223	0.006650095	0.01098913
"1082"	0.008778353	0.006803376	0.01092423
"1083"	0.008855212	0.006936477	0.01090907
"1084"	0.008850511	0.006913853	0.01099243
"1085"	0.008822445	0.006881872	0.01107913
"1086"	0.008860758	0.00692126	0.01106924
"1087"	0.008808513	0.006875173	0.0108946
"1088"	0.008816527	0.006870864	0.01096184
"1089"	0.008870091	0.006811757	0.01097411
"1090"	0.00889346	0.006846863	0.0110173
"1091"	0.008821937	0.006916513	0.01101703
"1092"	0.008759048	0.0068915	0.01098138
"1093"	0.008778455	0.006873389	0.01113613
"1094"	0.008851222	0.00688544	0.01129958
"1095"	0.008856429	0.006927959	0.0112821
"1096"	0.008895794	0.006920687	0.0111139
"1097"	0.008879391	0.0068162	0.01111859
"1098"	0.00888088	0.006854437	0.01124513
"1099"	0.00880121	0.006877933	0.0111327
"1100"	0.008876246	0.006913079	0.01110911
"1101"	0.009070745	0.006962435	0.01118233
"1102"	0.008978829	0.006915031	0.01117081
"1103"	0.008896402	0.006853764	0.01113352
"1104"	0.008975616	0.006877529	0.01120029
"1105"	0.009055351	0.006866589	0.01129893
"1106"	0.009132765	0.006870898	0.01132093
"1107"	0.00899307	0.006950685	0.01134379
"1108"	0.008954644	0.006973244	0.01135079
"1109"	0.009015363	0.007025099	0.01141212
"1110"	0.0090088	0.006994793	0.01139756
"1111"	0.008977544	0.007033989	0.01128601
"1112"	0.009046385	0.007008094	0.01139862
"1113"	0.009173407	0.007035201	0.01143331
"1114"	0.009210804	0.007024257	0.01144066
"1115"	0.009071387	0.006983513	0.01144648
"1116"	0.008971184	0.007004188	0.01148094
"1117"	0.00906929	0.007127919	0.01148193
"1118"	0.009146403	0.007069652	0.01136804
"1119"	0.009174456	0.006947991	0.01145155
"1120"	0.009180616	0.006994726	0.0115415
"1121"	0.0091462	0.00703537	0.01148649
"1122"	0.009158923	0.007064567	0.01145359
"1123"	0.009266684	0.006985837	0.01147148
"1124"	0.009330831	0.006966711	0.01161194
"1125"	0.009288009	0.007081507	0.01170752
"1126"	0.009271795	0.007092453	0.01162655
"1127"	0.009318408	0.007112526	0.01158629
"1128"	0.00934031	0.007068171	0.01171831
"1129"	0.009335436	0.007227058	0.01186699
"1130"	0.009330189	0.007152542	0.01183137
"1131"	0.009483504	0.007133577	0.01182085
"1132"	0.009448421	0.007214693	0.01182265
"1133"	0.009318137	0.007221162	0.01186181
"1134"	0.009294881	0.007223655	0.01185265
"1135"	0.009354936	0.007145434	0.01174363
"1136"	0.009379922	0.007116063	0.0117659
"1137"	0.009469484	0.007100233	0.01181169
"1138"	0.009430779	0.007135127	0.01180577
"1139"	0.00941737	0.007232448	0.01181554
"1140"	0.009491801	0.007215805	0.01192369
"1141"	0.009574816	0.007223284	0.01201923
"1142"	0.0096426	0.007304855	0.01202311
"1143"	0.009636706	0.007362715	0.01196228
"1144"	0.009653712	0.007406932	0.01201868
"1145"	0.009712326	0.007428773	0.01196582
"1146"	0.009675328	0.007490863	0.01195877
"1147"	0.009659234	0.007483818	0.01208238
"1148"	0.009736012	0.007518844	0.01214685
"1149"	0.009737333	0.007483717	0.01212126
"1150"	0.009708057	0.00748011	0.01213438
"1151"	0.009791994	0.007552052	0.01220031
"1152"	0.009865676	0.007563718	0.01223869
"1153"	0.009860558	0.007510079	0.0122057
"1154"	0.009845373	0.007590017	0.01221296
"1155"	0.009870624	0.007605865	0.01224949
"1156"	0.009888827	0.007621713	0.01228545
"1157"	0.009854762	0.007615003	0.01231347
"1158"	0.009913437	0.00768744	0.01235983
"1159"	0.009947778	0.007686496	0.01239573
"1160"	0.009991683	0.007632639	0.01241264
"1161"	0.0100363	0.007669903	0.01242242
"1162"	0.009989615	0.007694792	0.01243538
"1163"	0.009963713	0.007696175	0.01249665
"1164"	0.01000463	0.007750849	0.01250133
"1165"	0.01004163	0.007789203	0.01249437
"1166"	0.01009202	0.007808262	0.01254774
"1167"	0.0101491	0.00783623	0.01261814
"1168"	0.01016484	0.007851142	0.0126716
"1169"	0.01018183	0.007871756	0.01269711
"1170"	0.01022579	0.007936373	0.01270489
"1171"	0.0102759	0.008000528	0.01275119
"1172"	0.01027224	0.008012239	0.01283463
"1173"	0.01029195	0.008006671	0.01285592
"1174"	0.01035696	0.008008898	0.01287016
"1175"	0.01040396	0.007986353	0.01289852
"1176"	0.01039039	0.008030364	0.01290613
"1177"	0.01035974	0.008055544	0.01293375
"1178"	0.01036931	0.008089941	0.01292559
"1179"	0.0104061	0.008154287	0.01294894
"1180"	0.01040739	0.008151248	0.01297748
"1181"	0.01043573	0.008127986	0.01298898
"1182"	0.0104714	0.008133085	0.01298396
"1183"	0.0104472	0.008124915	0.01298837
"1184"	0.01040301	0.008131734	0.01298256
"1185"	0.01045199	0.008137507	0.01302616
"1186"	0.01052279	0.008172822	0.0131036
"1187"	0.01048769	0.008188489	0.01309449
"1188"	0.0104843	0.008168568	0.01305375
"1189"	0.01051774	0.008183086	0.01310709
"1190"	0.01053131	0.008179879	0.01313113
"1191"	0.01052985	0.008174713	0.01312464
"1192"	0.01052928	0.008203886	0.01309496
"1193"	0.01054578	0.008205507	0.01315036
"1194"	0.0105565	0.008234682	0.01319561
"1195"	0.01060699	0.008262575	0.01318051
"1196"	0.01063283	0.008271828	0.01319541
"1197"	0.01063432	0.008247041	0.01319059
"1198"	0.0106041	0.008258219	0.01315903
"1199"	0.01060112	0.008272842	0.01318707
"1200"	0.01063161	0.008271795	0.01323663
"1201"	0.0106746	0.008295806	0.01332368
"1202"	0.01069772	0.008317388	0.0133584
"1203"	0.01072965	0.008338903	0.0133301
"1204"	0.01070964	0.00833431	0.0133655
"1205"	0.01067976	0.008314854	0.01332409
"1206"	0.01067904	0.008336978	0.01329618
"1207"	0.01073882	0.00838555	0.01336841
"1208"	0.01080264	0.008406191	0.01342838
"1209"	0.01080712	0.008395988	0.01342172
"1210"	0.01078671	0.008394469	0.01337111
"1211"	0.01077343	0.008390347	0.01340665
"1212"	0.01074758	0.008331168	0.01343932
"1213"	0.01080016	0.008358055	0.01345541
"1214"	0.01082601	0.008390821	0.01345702
"1215"	0.01083623	0.008382612	0.01348084
"1216"	0.01086314	0.0083843	0.013513
"1217"	0.0108663	0.008361128	0.01352049
"1218"	0.01085285	0.008358088	0.01351646
"1219"	0.01087163	0.00842217	0.01353006
"1220"	0.01092015	0.008491194	0.0135838
"1221"	0.01091679	0.008501229	0.0136131
"1222"	0.01090734	0.008501499	0.013597
"1223"	0.01093952	0.008524983	0.01361703
"1224"	0.01096599	0.008557153	0.01367512
"1225"	0.0110186	0.008573476	0.01369742
"1226"	0.01102927	0.008528261	0.01366374
"1227"	0.01102736	0.008559316	0.01370569
"1228"	0.01101401	0.008567629	0.01375706
"1229"	0.01103362	0.008574253	0.01383634
"1230"	0.01108603	0.008621669	0.01386306
"1231"	0.01113144	0.008639076	0.01381407
"1232"	0.01118444	0.008651278	0.01386473
"1233"	0.01118709	0.008644518	0.01393264
"1234"	0.01119355	0.008639482	0.0139515
"1235"	0.01121749	0.008658444	0.01397411
"1236"	0.0112552	0.008623225	0.01400967
"1237"	0.01125744	0.008633972	0.01404454
"1238"	0.01127448	0.008722299	0.01410255
"1239"	0.01132546	0.008762733	0.01413438
"1240"	0.0113963	0.008772335	0.01414417
"1241"	0.01145264	0.008810441	0.01420648
"1242"	0.01147063	0.008839657	0.01426818
"1243"	0.01150486	0.008830662	0.01434495
"1244"	0.01150894	0.008811861	0.01436964
"1245"	0.01156352	0.008879357	0.01441198
"1246"	0.01163863	0.008891905	0.01443678
"1247"	0.0116518	0.008893562	0.0144959
"1248"	0.01167913	0.008944158	0.01453085
"1249"	0.01170779	0.008954543	0.01454846
"1250"	0.01177135	0.009025275	0.01461507
"1251"	0.01186736	0.009086748	0.01474809
"1252"	0.01191906	0.0090835	0.01479721
"1253"	0.01195962	0.009154998	0.01486574
"1254"	0.01203278	0.009229587	0.01494101
"1255"	0.0120706	0.009233987	0.01502868
