3.991991e+002;3.939524e-002
4.011276e+002;3.677203e-002
4.030561e+002;3.677203e-002
4.049846e+002;3.493712e-002
4.069131e+002;2.991192e-002
4.088416e+002;2.646264e-002
4.107701e+002;2.594502e-002
4.126985e+002;2.707835e-002
4.146270e+002;2.722182e-002
4.165555e+002;2.819528e-002
4.184840e+002;2.827292e-002
4.204125e+002;2.907003e-002
4.223410e+002;2.912703e-002
4.242695e+002;2.874389e-002
4.261980e+002;2.918580e-002
4.281265e+002;2.886721e-002
4.300550e+002;2.859992e-002
4.319835e+002;2.944182e-002
4.339120e+002;3.158018e-002
4.358405e+002;3.239622e-002
4.377690e+002;3.338688e-002
4.396975e+002;3.439997e-002
4.416260e+002;3.404043e-002
4.435545e+002;3.242192e-002
4.454830e+002;3.154679e-002
4.474115e+002;3.339197e-002
4.493400e+002;3.481748e-002
4.512685e+002;3.499979e-002
4.531970e+002;3.454585e-002
4.551255e+002;3.511909e-002
4.570540e+002;3.452652e-002
4.589825e+002;3.389626e-002
4.609110e+002;3.348861e-002
4.628395e+002;3.257817e-002
4.647680e+002;3.289384e-002
4.666965e+002;3.408610e-002
4.686250e+002;3.384067e-002
4.705535e+002;3.270170e-002
4.724820e+002;3.093352e-002
4.744105e+002;3.001997e-002
4.763390e+002;2.942262e-002
4.782675e+002;2.884146e-002
4.801960e+002;2.856124e-002
4.821245e+002;2.736881e-002
4.840530e+002;2.581142e-002
4.859815e+002;2.426114e-002
4.879100e+002;2.332813e-002
4.898385e+002;2.298455e-002
4.917670e+002;2.192207e-002
4.936955e+002;2.098726e-002
4.956240e+002;1.972549e-002
4.975525e+002;1.866372e-002
4.994810e+002;1.730992e-002
5.014095e+002;1.665355e-002
5.033380e+002;1.593935e-002
5.052664e+002;1.506848e-002
5.071949e+002;1.449751e-002
5.091234e+002;1.420644e-002
5.110519e+002;1.394967e-002
5.129804e+002;1.300391e-002
5.149089e+002;1.238695e-002
5.168374e+002;1.280607e-002
5.187659e+002;1.307526e-002
5.206944e+002;1.255521e-002
5.226229e+002;1.239515e-002
5.245514e+002;1.211659e-002
5.264799e+002;1.167765e-002
5.284084e+002;1.109422e-002
5.303369e+002;1.136241e-002
5.322654e+002;1.169164e-002
5.341939e+002;1.222631e-002
5.361224e+002;1.218137e-002
5.380509e+002;1.177975e-002
5.399794e+002;1.163953e-002
5.419079e+002;1.136626e-002
5.438364e+002;1.149058e-002
5.457649e+002;1.149674e-002
5.476934e+002;1.128906e-002
5.496219e+002;1.124223e-002
5.515504e+002;1.122842e-002
5.534789e+002;1.129536e-002
5.554073e+002;1.154509e-002
5.573359e+002;1.131022e-002
5.592643e+002;1.090388e-002
5.611929e+002;1.101809e-002
5.631213e+002;1.059938e-002
5.650499e+002;1.042182e-002
5.669784e+002;1.042427e-002
5.689069e+002;1.070734e-002
5.708354e+002;1.081143e-002
5.727639e+002;1.079811e-002
5.746924e+002;1.039470e-002
5.766208e+002;1.021040e-002
5.785494e+002;1.042397e-002
5.804778e+002;1.043587e-002
5.824064e+002;1.046635e-002
5.843348e+002;1.040907e-002
5.862634e+002;1.019014e-002
5.881918e+002;9.977749e-003
5.901204e+002;9.760274e-003
5.920488e+002;9.291462e-003
5.939774e+002;9.151613e-003
5.959058e+002;9.315970e-003
